id	audio	duration_ms	n_frames	tgt_text	speaker	tgt_lang	src_text
train-277	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-277_16k.wav:2096:320848	15709	320848	<triplet> John Shalikashvili <subj> Joint Chiefs of Staff <obj> Work	2	en	On the eve of <entity> Clinton </entity> 's visit <entity> Madeleine Albright </entity> , <entity> U.S. </entity> representative to the <entity> United Nations </entity> , and <entity> John Shalikashvili </entity> , chairman of the <entity> Joint Chiefs of Staff </entity> , are going to see the East Europeans in order to prepare them properly to take on board the <entity> U.S. </entity> plan .
train-282	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-282_16k.wav:2128:302768	14617	302768	<triplet> Gen. Samuel K. Doe <subj> President William Tolbert <obj> Kill	2	en	But <entity> Bowier </entity> said it was not surprising because of ` ` extremely cordial relations ' ' that existed between the newspaper and former <entity> President William Tolbert </entity> , assassinated in an <entity> April </entity> 1980 coup led by <entity> Gen. Samuel K. Doe </entity> .
train-284	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-284_16k.wav:2160:290832	14640	290832	<triplet> Darly Alves da Silva <subj> Mendes <obj> Kill	2	en	<entity> Pereira </entity> 's father , rancher <entity> Darly Alves da Silva </entity> , was convicted of planning the shotgun slaying of <entity> Mendes </entity> , an internationally known crusader for the preservation of the <entity> Amazon </entity> forest from destruction by ranchers and loggers .
train-287	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-287_16k.wav:2010:271014	15291	271014	<triplet> Grande Isle <subj> Vt. <obj> Locate <triplet> St. Albans <subj> Vt. <obj> Locate	2	en	Very strong south winds accompanied the storm system , with 50-to 70-mph wind gusts reported near <entity> Grande Isle </entity> and <entity> St. Albans </entity> , <entity> Vt. </entity> , blowing down a large radio tower and causing several power outages .
train-289	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-289_16k.wav:2159:295057	15058	295057	<triplet> Afar district <subj> Djibouti <obj> Locate <subj> Arhiba <obj> Locate <triplet> Arhiba <subj> Djibouti <obj> Locate <triplet> Djama Elabe <subj> Party for Democratic Renewal <obj> Work	2	en	( Excerpts ) In <entity> Djibouti </entity> , a demonstration in the <entity> Afar district </entity> of <entity> Arhiba </entity> was violently repressed by the police this morning. ( passage omitted ) <entity> Djama Elabe </entity> , the chairman of the <entity> Party for Democratic Renewal </entity> , is outraged at what happened .
train-290	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-290_16k.wav:2209:236255	11854	236255	<triplet> Mount Blanc <subj> Western Europe <obj> Locate	2	en	<entity> Mount Blanc </entity> , <entity> Western Europe </entity> 's highest peak , is <entity> 10.6 feet </entity> shorter than reported on world maps , the Italian army 's <entity> Geographic Institute </entity> reported Thursday .
train-293	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-293_16k.wav:2245:206651	10298	206651	<triplet> Anhui <subj> China <obj> Locate	2	en	While guiding farmers to work outside <entity> Anhui </entity> in a planned way , this east <entity> China </entity> province has set up more than 3 , 000 small towns specially for farmers .
train-294	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-294_16k.wav:2104:221768	10600	221768	<triplet> N-TV <subj> Berlin <obj> Base	2	en	LD1005194694 <entity> Berlin </entity> <entity> N-TV </entity> in German <entity> 1900 GMT </entity> <entity> 10 May 94 </entity>
train-295	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-295_16k.wav:2104:221768	10763	221768	<triplet> Florida <subj> Gulf Coast <obj> Locate	2	en	Coastal Southern <entity> California </entity> as well as the eastern half of the <entity> Gulf Coast </entity> region across northwest <entity> Florida </entity> to the southern <entity> Atlantic Coast </entity> will have highs in the 60s .
train-296	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-296_16k.wav:2131:138413	7140	138413	<triplet> Lou Ray <subj> Fontana <obj> Live	2	en	` ` Weather like this is awful for restaurants , ' ' said <entity> Lou Ray </entity> , owner of the Smokehouse cafe in <entity> Fontana </entity> .
train-297	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-297_16k.wav:2072:237544	10577	237544	<triplet> I KATHIMERINI <subj> Athens <obj> Base	2	en	NC2005205494 <entity> Athens </entity> <entity> I KATHIMERINI </entity> in Greek <entity> 20 May 94 </entity> p 5
train-298	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-298_16k.wav:2171:126853	6444	126853	<triplet> Will Rogers <subj> Oologah , Okla <obj> Live	2	en	In 1879 , humorist <entity> Will Rogers </entity> was born in <entity> Oologah , Okla </entity> .
train-299	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-299_16k.wav:2230:60362	2032	60362	<triplet> FRESNO <subj> Calif. <obj> Locate	2	en	<entity> FRESNO </entity> , <entity> Calif. </entity>
train-301	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-301_16k.wav:2084:60892	2125	60892	<triplet> I KATHIMERINI <subj> Athens <obj> Base	2	en	<entity> Athens </entity> <entity> I KATHIMERINI </entity>
train-303	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-303_16k.wav:2130:270894	12783	270894	<triplet> Perez de Cuellar <subj> U.N. <obj> Work <subj> United Nations <obj> Work	2	en	<entity> Perez de Cuellar </entity> said in December , when he accepted the <entity> 1988 </entity> Nobel Peace Prize on behalf of <entity> U.N. </entity> peacekeepers , that the failure of members to pay dues threatens the work of the <entity> United Nations </entity> .
train-305	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-305_16k.wav:2109:255555	11645	255555	<triplet> Stephen Greiner <subj> Farley <obj> Work	2	en	<entity> Farley </entity> attorney <entity> Stephen Greiner </entity> contended during Wednesday 's 90-minute hearing that the pill ` ` is a device by which the board of directors of <entity> West Point </entity> says nobody can buy more than <entity> 10 percent. </entity> ' '
train-306	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-306_16k.wav:2099:393805	19122	393805	<triplet> TANJUG <subj> Knin <obj> Base <triplet> Milan Martic <subj> Krajina <obj> Live <subj> RSK <obj> Live <subj> republic of Serbian Krajina <obj> Live	2	en	( Excerpts ) <entity> Knin </entity> , <entity> 12 Feb </entity> ( <entity> TANJUG </entity> ) -- The constitutive session of the new ( Serb ) <entity> Krajina </entity> parliament has ended with the election of a speaker and two deputy speakers of the assembly , and with the formal swearing into office of <entity> Milan Martic </entity> as president ( of the <entity> RSK </entity> ( <entity> republic of Serbian Krajina </entity> ) ) .
train-307	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-307_16k.wav:2176:190976	8255	190976	<triplet> Lee Harvey Oswald <subj> President John F. Kennedy <obj> Kill	2	en	The movie theater where <entity> Lee Harvey Oswald </entity> was captured following the assassination of <entity> President John F. Kennedy </entity> has been saved from demolition .
train-308	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-308_16k.wav:2231:305353	17218	305353	<triplet> Rudolf Filkus <subj> Slovakia <obj> Live	2	en	( Text ) <entity> Bratislava </entity> <entity> June 22 </entity> ( CTK ) -- <entity> Slovakia </entity> plans its 1995 budget to have a deficit of <entity> 12 billion Slovak crowns </entity> , making up <entity> three percent </entity> of GDP , Finance <entity> Rudolf Filkus </entity> said after a cabinet session last night .
train-311	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-311_16k.wav:2057:70135	2845	70135	<triplet> HIGH ISLAND <subj> Texas <obj> Locate	2	en	<entity> HIGH ISLAND </entity> , <entity> Texas </entity> ( <entity> AP </entity> )
train-312	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-312_16k.wav:2085:133851	6142	133851	<triplet> Anhui <subj> China <obj> Locate	2	en	One of <entity> China </entity> 's major agricultural producers , <entity> Anhui </entity> has about <entity> 50 million </entity> farmers .
train-313	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-313_16k.wav:2173:74243	7628	74243	<triplet> DES MOINES <subj> Iowa <obj> Locate	2	en	<entity> DES MOINES </entity> , <entity> Iowa </entity> ( <entity> AP </entity> )
train-314	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-314_16k.wav:2205:235491	12690	235491	<triplet> James O 'Brien <subj> California Highway Patrol <obj> Work	2	en	The winds also overturned trucks on Interstates 10 and 15 , which remained open with traffic moving about <entity> 5 mph </entity> , said <entity> California Highway Patrol </entity> Officer <entity> James O 'Brien </entity> .
train-315	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-315_16k.wav:2064:100848	3704	100848	<triplet> Radio Bosnia-Herzegovina Network <subj> Sarajevo <obj> Base	2	en	<entity> Sarajevo </entity> <entity> Radio Bosnia-Herzegovina Network </entity>
train-317	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-317_16k.wav:2237:53827	1777	53827	<triplet> AP <subj> VATICAN CITY <obj> Base	2	en	<entity> VATICAN CITY </entity> ( <entity> AP </entity> )
train-318	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-318_16k.wav:2106:167238	9044	167238	<triplet> National Aeronautics and Space Administration. <subj> America <obj> Base	2	en	<entity> JPL </entity> control 's <entity> America </entity> 's unmanned planetary exploration program for the <entity> National Aeronautics and Space Administration. </entity>
train-321	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-321_16k.wav:2229:238155	11204	238155	<triplet> Pasadena <subj> Calif. <obj> Locate <triplet> Gary <subj> Ind . <obj> Locate	2	en	<entity> Knight-Ridder Inc. </entity> on Thursday announced plans to sell two of its daily newspapers _ the Star-News in <entity> Pasadena </entity> , <entity> Calif. </entity> , and the Post-Tribune in <entity> Gary </entity> , <entity> Ind . </entity>
train-323	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-323_16k.wav:2117:128827	6374	128827	<triplet> M. Pierre Brochand <subj> France <obj> Live	2	en	<entity> France </entity> 's deputy representative , <entity> M. Pierre Brochand </entity> , expressed similar sentiments .
train-324	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-324_16k.wav:2097:133839	6397	133839	<triplet> Oswald <subj> Kennedy <obj> Kill	2	en	Authorities say <entity> Oswald </entity> opened fire from a sixth-floor window there into <entity> Kennedy </entity> 's motorcade .
train-325	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-325_16k.wav:2224:329552	17914	329552	<triplet> ANP <subj> The Hague <obj> Base <subj> The Hague <obj> Base	2	en	Attacks on <entity> Bosnia </entity> " ; as released by <entity> The Hague </entity> <entity> ANP </entity> Database ) ( Text ) <entity> The Hague </entity> , <entity> 9 Feb </entity> ( <entity> ANP </entity> ) -- F-16 pilots from the <entity> Netherlands Air Force </entity> are to begin exercises -- with real bombs -- on Monday <entity> ( 7 February </entity> ) on the island of <entity> Vlieland </entity> for two weeks .
train-327	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-327_16k.wav:2217:136407	6583	136407	<triplet> Casablanca <subj> Morocco <obj> Locate	2	en	The prime has left for <entity> Morocco </entity> on an unofficial visit , where he will visit the new mosque in <entity> Casablanca </entity> .
train-328	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-328_16k.wav:2137:176807	8464	176807	<triplet> Dean Falk <subj> State University of New York <obj> Work <subj> Albany <obj> Live <triplet> State University of New York <subj> Albany <obj> Base	2	en	Anthropoligist <entity> Dean Falk </entity> of <entity> State University of New York </entity> at <entity> Albany </entity> supports the <entity> Kebara </entity> findings in the <entity> Science News </entity> article.
train-329	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-329_16k.wav:2081:60895	2287	60895	<triplet> BAYONNE <subj> France <obj> Locate	2	en	<entity> BAYONNE </entity> , <entity> France </entity> ( <entity> AP </entity> )
train-331	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-331_16k.wav:2142:163362	8650	163362	<triplet> Joseph Smith Jr. <subj> Sharon , Vt <obj> Live	2	en	In 1805 , <entity> Joseph Smith Jr. </entity> , the founder of the <entity> Mormon Church </entity> , was born in <entity> Sharon , Vt </entity> .
train-332	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-332_16k.wav:2054:62842	2427	62842	<triplet> Radio Rebelde Network <subj> Havana <obj> Base	2	en	<entity> Havana </entity> <entity> Radio Rebelde Network </entity>
train-333	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-333_16k.wav:2031:77073	2404	77073	<triplet> CARACAS <subj> Venezuela <obj> Locate	2	en	<entity> CARACAS </entity> , <entity> Venezuela </entity> ( <entity> AP </entity> )
train-335	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-335_16k.wav:2102:225610	9996	225610	<triplet> SUEDDEUTSCHE ZEITUNG <subj> Munich <obj> Base	2	en	AU0505102194 <entity> Munich </entity> <entity> SUEDDEUTSCHE ZEITUNG </entity> in German <entity> 5 May 94 </entity> p 4
train-337	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-337_16k.wav:2151:114201	4261	114201	<triplet> Samih al-Sa 'id <subj> Asyut <obj> Live	2	en	( Interview with Major <entity> Samih al-Sa 'id </entity> , <entity> Asyut </entity>
train-338	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-338_16k.wav:2031:164241	7976	164241	<triplet> Mary Campbell <subj> Clover Town Council <obj> Work	2	en	<entity> Mary Campbell </entity> , a former Democratic member of the <entity> Clover Town Council </entity> , got the unasked-for tickets in the mail last month .
train-340	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-340_16k.wav:2154:323478	15801	323478	<triplet> Antonio Vasquez Ochoa <subj> John Walker <obj> Kill <subj> Alberto Radelat <obj> Kill	2	en	In a sixth new indictment , <entity> Antonio Vasquez Ochoa </entity> faces two counts of committing violent crimes in aid of racketeering for the slayings of <entity> John Walker </entity> and <entity> Alberto Radelat </entity> on <entity> Jan. </entity> 30 , 1985 , in <entity> Guadalajara </entity> .
train-341	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-341_16k.wav:2162:195214	9648	195214	<triplet> Port Nolloth <subj> South Africa <obj> Locate	2	en	Only <entity> a few thousand </entity> people live in <entity> Port Nolloth </entity> , one of the few towns in the semi-arid landscape that makes up the northwest corner of <entity> South Africa </entity> .
train-343	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-343_16k.wav:2005:272171	15546	272171	<triplet> Van Buren <subj> Kinderhook <obj> Live	2	en	` ` When you 're vice president , you don 't stand on your own , ' ' said <entity> Bruce Stewart </entity> , superintendent of the <entity> Martin Van Buren National Historic Site </entity> in <entity> Van Buren </entity> 's native <entity> Kinderhook </entity> , 130 miles north of <entity> New York City </entity> .
train-347	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-347_16k.wav:2182:174074	7651	174074	<triplet> John Wilkes Booth <subj> Lincoln <obj> Kill	2	en	But <entity> John Wilkes Booth </entity> shot <entity> Lincoln </entity> during the third act , mortally wounding him _ and the rest of the program was canceled.
train-348	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-348_16k.wav:2181:94203	2822	94203	<triplet> BUENOS AIRES <subj> Argentina <obj> Locate	2	en	<entity> BUENOS AIRES </entity> , <entity> Argentina </entity> ( <entity> AP </entity> )
train-349	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-349_16k.wav:2106:351558	18216	351558	<triplet> George Lucas <subj> Modesto <obj> Live <triplet> McHenry Avenue <subj> California <obj> Locate	2	en	Teen-agers , most of whom were born after the release of the 1973 film directed by <entity> George Lucas </entity> , a <entity> Modesto </entity> native , said they cruise popular <entity> McHenry Avenue </entity> in this central <entity> California </entity> city for the same reasons as their parents : to show off their cars and meet dates .
train-350	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-350_16k.wav:2124:119988	4958	119988	<triplet> Lee Mitgang <subj> AP <obj> Work	2	en	<entity> Lee Mitgang </entity> has covered education for the <entity> AP </entity> since <entity> 1981 </entity> .
train-351	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-351_16k.wav:2114:296638	15151	296638	<triplet> Texas Department of Agriculture <subj> Texas <obj> Base <triplet> Jim Hightower <subj> Texas Department of Agriculture <obj> Work <subj> Texas <obj> Live	2	en	` ` From the onset , we at the <entity> Texas Department of Agriculture </entity> felt that more was at stake than steak , and a whole lot more was at stake than growth hormones , ' ' said <entity> Texas </entity> Agriculture Commissioner <entity> Jim Hightower </entity> at a news conference Monday.
train-352	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-352_16k.wav:1835:456277	24973	456277	<triplet> Pearl Harbor <subj> Hawaii <obj> Locate	2	en	The details : _ ` ` Thirty Seconds Over <entity> Tokyo </entity> ' ' _ An <entity> America </entity> demoralized by the surprise and destructive Japanese attack on American forces at <entity> Pearl Harbor </entity> , <entity> Hawaii </entity> , on <entity> Dec. 7 , 1941 </entity> , and the subsequent heavy losses to the Japanese in the first months of the war was electrified by news of the first <entity> U.S. </entity> bombing raid of <entity> Tokyo </entity> and other Japanese cities .
train-353	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-353_16k.wav:2037:186507	8952	186507	<triplet> James Earl Ray <subj> Martin Luther King Jr. <obj> Kill	2	en	On <entity> Monday </entity> , the nation will observe the birthday of <entity> Martin Luther King Jr. </entity> , who was cut down by assassin <entity> James Earl Ray </entity> in 1968 .
train-354	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-354_16k.wav:1997:425395	21815	425395	<triplet> Oliver North. <subj> National Security Council <obj> Work	2	en	On the <entity> Republican </entity> side , state Sen. <entity> Ileana Ros-Lehtinen </entity> concentrated on get-out-the-vote efforts Monday in hopes of winning a majority against opponents led by fellow <entity> Cuban-American </entity> <entity> Carlos Perez </entity> , a wealthy activist for conservative causes who was endorsed by former <entity> National Security Council </entity> aide <entity> Oliver North. </entity>
train-356	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-356_16k.wav:1918:180866	10113	180866	<triplet> Sirhan <subj> Kennedy <obj> Kill	2	en	He said <entity> Sirhan </entity> had placed himself in a trance during <entity> Kennedy </entity> 's 1968 slaying and should be judged outside the parameters used for " normal " murderers .
train-357	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-357_16k.wav:2083:151901	8394	151901	<triplet> John Tyler <subj> Charles City County , Va <obj> Live	2	en	In 1790 , the 10th president of the <entity> United States </entity> , <entity> John Tyler </entity> , was born in <entity> Charles City County , Va </entity> .
train-358	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-358_16k.wav:1993:219959	12458	219959	<triplet> Diana Mondino <subj> Argentine Center for Macroeconomic Studies <obj> Work	2	en	` ` The government stopped capital expenditure , stopped research , stopped maintenance , ' ' said <entity> Diana Mondino </entity> , a professor at the <entity> Argentine Center for Macroeconomic Studies </entity> , a business school.
train-360	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-360_16k.wav:690:41635	1800	41635	<triplet> PRAVDA <subj> Moscow <obj> Base	3	en	<entity> Moscow </entity> <entity> PRAVDA </entity>
train-362	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-362_16k.wav:726:256639	11970	256639	<triplet> Igor Khmelnov <subj> Pacific Fleet <obj> Work	3	en	According to <entity> Fadeyev </entity> , groups of specialists , including sappers , have arrived on the scene , where first deputy commander of the <entity> Pacific Fleet </entity> , Vice <entity> Igor Khmelnov </entity> is in charge of the clean- up operations .
train-363	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-363_16k.wav:700:215705	10577	215705	<triplet> Sirhan <subj> Sen. Robert Kennedy <obj> Kill	3	en	<entity> Sirhan </entity> was convicted of the 1968 <entity> California </entity> primary election night slaying of <entity> Sen. Robert Kennedy </entity> at the <entity> Ambassador Hotel </entity> and remains in prison.
train-364	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-364_16k.wav:725:378601	19354	378601	<triplet> National Assembly <subj> Uruguay <obj> Base	3	en	Fourth , should the <entity> National Assembly </entity> refuse to ratify the agreement as demanded by the farmers ' organizations , some civic groups , and the opposition parties , which call for renegotiation , our country would end up withdrawing from the <entity> Uruguay </entity> structure and being isolated from the international community .
train-365	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-365_16k.wav:709:240955	11645	240955	<triplet> Berlusconi <subj> Freedom Alliance <obj> Work	3	en	However , I do have feelings. ( <entity> Minoli </entity> ) Do you think that <entity> Berlusconi </entity> is the <entity> Freedom Alliance </entity> 's candidate for the post of prime ? ( <entity> Fini </entity> ) We must let the electors decide .
train-366	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-366_16k.wav:739:194845	8371	194845	<triplet> Richard Pavese <subj> Tempe <obj> Live	3	en	The bungled attempt took place <entity> March 27 </entity> in the office of <entity> Miss Bickel </entity> 's former employer , <entity> Tempe </entity> plastic surgeon <entity> Richard Pavese </entity> .
train-367	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-367_16k.wav:700:293871	12690	293871	<triplet> Richard P. Kusserow <subj> Health and Human Services <obj> Work	3	en	<entity> Health and Human Services </entity> Inspector <entity> Richard P. Kusserow </entity> said that because the start and end of some benefits is determined by ` ` age attainment , ' ' the old-fashioned definition skews who gets what when.
train-368	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-368_16k.wav:722:340611	15639	340611	<triplet> Derwinski <subj> House Foreign Affairs subcommittee <obj> Work	3	en	<entity> Derwinski </entity> was the ranking Republican on the the <entity> House Foreign Affairs subcommittee </entity> on international relations , which had secretly been in touch with <entity> Sohn </entity> and planned to have him testify about the <entity> KCIA </entity> 's involvement in <entity> Koreagate </entity> , the Times said .
train-369	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-369_16k.wav:680:355331	17473	355331	<triplet> Andres Vega Cedeno <subj> Panama City <obj> Live <triplet> Felipe Cano <subj> San Miguelito <obj> Live	3	en	The workers ' organization also voiced its support for <entity> Andres Vega Cedeno </entity> , also known as " Domplin , " a radio commentator who is running for mayor of <entity> Panama City </entity> ; and recommended that " the workers also vote for <entity> Felipe Cano </entity> , who is running for mayor of <entity> San Miguelito </entity> . "
train-372	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-372_16k.wav:725:274048	6769	274048	<triplet> THE HINDU <subj> Madras <obj> Base	3	en	94AS0286D <entity> Madras </entity> <entity> THE HINDU </entity> in English <entity> 7 May 94 </entity> p 13
train-377	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-377_16k.wav:691:199672	9370	199672	<triplet> Angel Pena <subj> Mediterranean Foundation <obj> Work	3	en	` ` I don 't think anyone thought things would collapse so quickly , ' ' said <entity> Angel Pena </entity> , an economist with the <entity> Mediterranean Foundation </entity> research group.
train-378	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-378_16k.wav:685:319144	7628	319144	<triplet> Al Comproni. <subj> Massachusetts Department of Public Health <obj> Work	3	en	The <entity> Massachusetts Department of Public Health </entity> has adopted new regulations on the disposal of infectious waste that take effect next week , but like the federal rules , they don 't apply to household waste , said the department 's <entity> Al Comproni. </entity>
train-379	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-379_16k.wav:689:268623	11668	268623	<triplet> Larry Jinks <subj> Knight-Ridder <obj> Work <subj> San Jose Mercury News <obj> Work <triplet> William A. Ott <subj> Knight-Ridder <obj> Work <subj> San Jose Mercury News <obj> Work	3	en	Also on Thursday , <entity> Knight-Ridder </entity> announced that it has named <entity> Larry Jinks </entity> publisher of the <entity> San Jose Mercury News </entity> , succeeding <entity> William A. Ott </entity> , who will be the newspaper 's chairman .
train-380	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-380_16k.wav:723:270108	12690	270108	<triplet> Prasong Sunsiri <subj> Thailand <obj> Live	3	en	Foreign <entity> Prasong Sunsiri </entity> , reaffirming <entity> Thailand </entity> 's support of the non-nuclear proliferation treaty , said he hoped North and <entity> South Korea </entity> would be able to reach an accord on the issue through their talks .
train-382	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-382_16k.wav:702:252226	10740	252226	<triplet> Kravchuk <subj> Ukraine <obj> Live <triplet> Chornovil <subj> Ukraine <obj> Live	3	en	<entity> Kravchuk </entity> won over <entity> 60 percent </entity> of the votes and <entity> Chornovil </entity> , nearly <entity> 28 percent </entity> in <entity> Ukraine </entity> 's first presidential elections in December <entity> 1991 </entity> .
train-387	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-387_16k.wav:715:193845	7210	193845	<triplet> THE SUNDAY TIMES <subj> London <obj> Base	3	en	<entity> London </entity> <entity> THE SUNDAY TIMES </entity> <entity> 30 Jan 94 </entity> pp 1 , 15--FOR OFFICIAL USE ONLY
train-388	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-388_16k.wav:768:386987	19029	386987	<triplet> Jesse Jackson <subj> Greenville , S.C. <obj> Live	3	en	Born poor in <entity> Greenville , S.C. </entity> , 46 years ago , <entity> Jesse Jackson </entity> has capitalized on his role as the nation 's most prominent black leader to maintain a comfortable lifestyle and accumulate sizable wealth _ all without holding elected office or drawing a regular paycheck .
train-389	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-389_16k.wav:701:366232	12783	366232	<triplet> GAZETA MERCANTIL <subj> Sao Paulo <obj> Base	3	en	Brazil : Brazilian Space Program Summarized 94WS0145A <entity> Sao Paulo </entity> <entity> GAZETA MERCANTIL </entity> in Portuguese <entity> 27-29 Nov 93 </entity> p 5
train-392	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-392_16k.wav:699:304112	12853	304112	<triplet> Umbria <subj> Italy <obj> Locate <triplet> Lazio <subj> Italy <obj> Locate <triplet> Campania <subj> Italy <obj> Locate	3	en	The <entity> ANSA </entity> news agency said the operation involved police in <entity> Umbria </entity> and <entity> Lazio </entity> provinces in central <entity> Italy </entity> and <entity> Campania </entity> province in the south , without specifying exact arrest locations .
train-394	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-394_16k.wav:690:131065	7349	131065	<triplet> Henry Ford <subj> Dearborn Township , Mich <obj> Live	3	en	In 1863 , American automaker <entity> Henry Ford </entity> was born in <entity> Dearborn Township , Mich </entity> .
train-398	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-398_16k.wav:703:447126	11413	447126	<triplet> Thomas Wolfe <subj> North Carolina <obj> Live	3	en	There are , to be sure , <entity> WPA </entity> accounts of the impact of the Depression on rural <entity> America </entity> , great photographs by <entity> Walker Evans </entity> , but <entity> North Carolina </entity> 's native son <entity> Thomas Wolfe </entity> , in " You Can 't Go Home Again , " described more lyrically the repercussions that events on <entity> Wall Street </entity> had on his state , even in little hollows like <entity> Monroe </entity> :
train-399	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-399_16k.wav:691:553293	26041	553293	<triplet> Dan Rather <subj> CBS <obj> Work	3	en	<entity> CBS </entity> anchorman <entity> Dan Rather </entity> spoke to the final full session of the <entity> National Governors ' Association </entity> conference , saying , ` ` You who already have the toughest job in American politics have got to take the lead in convincing the president and <entity> Congress </entity> that the present approach to education policy is a mess and needs immediate overhaul , and the present approach to the federal budget deficit is an <entity> Alice in Wonderland </entity> fantasy. ' '
train-400	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-400_16k.wav:704:200000	8673	200000	<triplet> Akagera River <subj> Tanzania <obj> Locate <subj> Uganda <obj> Locate	3	en	These bodies have been flowing into <entity> Lake Victoria </entity> causing a health hazard along the <entity> Akagera River </entity> course through <entity> Tanzania </entity> and <entity> Uganda </entity> .
train-401	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-401_16k.wav:710:55269	2171	55269	<triplet> Camp Butner <subj> N.C. <obj> Locate	3	en	<entity> Camp Butner </entity> , <entity> N.C. </entity> ;
train-402	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-402_16k.wav:728:166184	7466	166184	<triplet> Daniel Sullivan <subj> Boothbay <obj> Live	3	en	<entity> Daniel Sullivan </entity> , 30 , of <entity> Boothbay </entity> , went down to help and also became stuck , <entity> Fournier </entity> said .
train-403	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-403_16k.wav:708:259047	12945	259047	<triplet> Clear Air Force Station <subj> Alaska <obj> Locate	3	en	In Wednesday 's announcement , locations containing unused or underutilized federally owned buildings deemed suitable for homeless facilities were listed as : <entity> Clear Air Force Station </entity> , <entity> Alaska </entity> ;
