id	audio	duration_ms	n_frames	tgt_text	speaker	tgt_lang	src_text
train-200	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-200_16k.wav:0:22303	1846	22303	<triplet> MEMPHIS <subj> Tenn . <obj> Locate	0	en	<entity> MEMPHIS </entity> , <entity> Tenn . </entity>
train-201	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-201_16k.wav:0:302056	19331	302056	<triplet> Russian State Duma <subj> Moscow <obj> Base <triplet> Konstantin Zatulin <subj> Moscow <obj> Live <subj> Russian State Duma <obj> Work	0	en	The newly elected deputies were also greeted by a guest from <entity> Moscow </entity> , <entity> Russian State Duma </entity> Deputy <entity> Konstantin Zatulin </entity> , who expressed his confidence that the new parliament has the possibility to open a new chapter in Crimean history , and that the <entity> Crimea </entity> will become a promised land for everybody .
train-202	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-202_16k.wav:0:58339	4099	58339	<triplet> Thurgood Marshall <subj> Baltimore <obj> Live	0	en	<entity> Thurgood Marshall </entity> was born in <entity> Baltimore </entity> in 1908 .
train-203	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-203_16k.wav:0:196543	12736	196543	<triplet> Ramona <subj> San Diego <obj> Locate	0	en	In <entity> San Diego </entity> County , a 50-acre fire fanned by <entity> 60 mph </entity> winds burned out of control Thursday afternoon near the city of <entity> Ramona </entity> , the <entity> California Department of Forestry </entity> reported .
train-204	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-204_16k.wav:0:106645	7117	106645	<triplet> Calvin Coolidge <subj> Plymouth , Vt <obj> Live	0	en	In 1872 , the 30th <entity> U.S. </entity> president , <entity> Calvin Coolidge </entity> , was born in <entity> Plymouth , Vt </entity> .
train-205	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-205_16k.wav:0:148997	9764	148997	<triplet> Jim Bowell <subj> Butler Township Fire Department <obj> Work	0	en	Lt. <entity> Jim Bowell </entity> of the <entity> Butler Township Fire Department </entity> said the <entity> 4 : 45 a.m. </entity> accident set fire to about <entity> 100 yards </entity> of woods .
train-206	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-206_16k.wav:0:22672	1869	22672	<triplet> TRENTON <subj> N.J. <obj> Locate	0	en	<entity> TRENTON </entity> , <entity> N.J. </entity>
train-207	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-207_16k.wav:0:177597	11552	177597	<triplet> Judy Kaye <subj> New York Opera Repertory Theater <obj> Work	0	en	Soprano <entity> Judy Kaye </entity> , who won a Tony on Broadway last year , stars in the <entity> New York Opera Repertory Theater </entity> production , and is splendid in the pivotal role of <entity> Abbie </entity> .
train-208	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-208_16k.wav:0:117411	7791	117411	<triplet> Chapman <subj> Lennon <obj> Kill	0	en	<entity> Chapman </entity> said he first got the idea for killing <entity> Lennon </entity> when he came across a <entity> Beatles </entity> picture book in a <entity> Honolulu </entity> library .
train-209	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-209_16k.wav:0:205834	13317	205834	<triplet> Mr. Vishnu Hari Dalmia <subj> VHP <obj> Work	0	en	The Bench , which made these orders after perusal of the affidavits concerned , however , said that there was no justification for proceeding against <entity> Mr. Vishnu Hari Dalmia </entity> , leader of the banned <entity> VHP </entity> .
train-210	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-210_16k.wav:0:217721	14060	217721	<triplet> Lee Harvey Oswald <subj> President Kennedy <obj> Kill	0	en	A memorial to <entity> President Kennedy </entity> on the sixth floor of the former <entity> Texas Schoolbook Depository </entity> , from which <entity> Lee Harvey Oswald </entity> allegedly fired the shots that killed him , will open on <entity> Presidents Day </entity> , organizers say.
train-211	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-211_16k.wav:0:222929	14385	222929	<triplet> Ernest L. Boyer <subj> Carnegie Foundation for the Advancement of Teaching <obj> Work	0	en	It 's a political problem , ' ' said <entity> Ernest L. Boyer </entity> , a national spokesman for reform and president of the <entity> Carnegie Foundation for the Advancement of Teaching </entity> , which has produced several reports on urban school problems .
train-212	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-212_16k.wav:0:148990	9764	148990	<triplet> Santa Catarina Palopo <subj> Solola <obj> Locate	0	en	Police are investigating to determine the origin of the four children who , according to <entity> Martina Matzar </entity> , are from <entity> Santa Catarina Palopo </entity> , <entity> Solola </entity> .
train-213	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-213_16k.wav:0:270476	17357	270476	<triplet> Stephen K. Yee. <subj> Chinese Consolidated Benevolent Association <obj> Work	0	en	Someone cut ropes holding up the plastic foam , wood and plaster figure Sunday night and it crashed to the ground at the entrance of the <entity> Chinese Consolidated Benevolent Association </entity> , said President <entity> Stephen K. Yee. </entity>
train-214	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-214_16k.wav:0:219578	14176	219578	<triplet> Tom Wolfe <subj> Richmond <obj> Live	0	en	The compliment is doubly interesting because <entity> Tom Wolfe </entity> , born in <entity> Richmond </entity> , was one of the best known early practitioners of the so-called " new journalism , " a high-rolling , lively , often reckless style of reporting .
train-215	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-215_16k.wav:0:109981	7326	109981	<triplet> Louis W. Parker <subj> Budapest , Hungary <obj> Live	0	en	<entity> Louis W. Parker </entity> , born in <entity> Budapest , Hungary </entity> , who is credited with developing the television receiver.
train-216	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-216_16k.wav:0:277167	17775	277167	<triplet> Gary H. Heichel <subj> USDA <obj> Work	0	en	` ` Crop rotation may be the answer to sustaining long-term productivity of our land to provide billions of people with food , fuel and other renewable resources , ' ' says <entity> Gary H. Heichel </entity> , a plant physiologist with the <entity> USDA </entity> 's agricultural research service.
train-217	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-217_16k.wav:0:37905	2822	37905	<triplet> O ESTADO DE SAO PAULO <subj> Sao Paulo <obj> Base	0	en	<entity> Sao Paulo </entity> <entity> O ESTADO DE SAO PAULO </entity>
train-218	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-218_16k.wav:0:173138	11274	173138	<triplet> Lee Harvey Oswald <subj> Kennedy <obj> Kill	0	en	It 's called the <entity> Sixth Floor </entity> , after the location -- the sixth floor of the old <entity> Texas School Book Depository </entity> , from which <entity> Lee Harvey Oswald </entity> fired the shots that killed <entity> Kennedy </entity> .
train-219	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-219_16k.wav:0:159392	10414	159392	<triplet> Martin Van Buren <subj> Kinderhook , N.Y. <obj> Live	0	en	In 1782 , the first president who was a native citizen of the <entity> UnitedStates </entity> , <entity> Martin Van Buren </entity> , was born in <entity> Kinderhook , N.Y. </entity>
train-220	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-220_16k.wav:0:272336	17473	272336	<triplet> Osny Eugene <subj> Senate <obj> Work	0	en	Both high level employees as well as lower-level ones were obliged to clear out , to run away because of threats by <entity> 18 January </entity> Senator <entity> Osny Eugene </entity> , the quaestor of the unofficial <entity> Senate </entity> office who was very angry and took off his jacket so he could drive employees out .
train-221	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-221_16k.wav:0:180940	11761	180940	<triplet> Rocky Flats <subj> Colorado <obj> Locate <triplet> Fernald <subj> Ohio <obj> Locate	0	en	Agents of the <entity> FBI </entity> and the <entity> Environmental Protection Agency </entity> raided the <entity> Rocky Flats </entity> plutonium processing plant in <entity> Colorado </entity> and the <entity> Fernald </entity> uranium processing plant in <entity> Ohio </entity> this summer.
train-222	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-222_16k.wav:0:20444	1730	20444	<triplet> N-TV <subj> Berlin <obj> Base	0	en	<entity> Berlin </entity> <entity> N-TV </entity>
train-223	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-223_16k.wav:0:225523	14548	225523	<triplet> JINGJI YANJIU <subj> Beijing <obj> Base	0	en	HK1306023694 <entity> Beijing </entity> <entity> JINGJI YANJIU </entity> in Chinese No 3 , <entity> 20 Mar 94 </entity> pp 43 , 67-70
train-224	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-224_16k.wav:0:31219	2404	31219	<triplet> KHARTOUM <subj> Sudan <obj> Locate	0	en	<entity> KHARTOUM </entity> , <entity> Sudan </entity> ( <entity> AP </entity> )
train-225	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-225_16k.wav:0:127441	8418	127441	<triplet> James Cirona <subj> Federal Home Loan Bank <obj> Work <subj> San Francisco <obj> Live <triplet> Federal Home Loan Bank <subj> San Francisco <obj> Base	0	en	The disclosure was contained in a half-inch-thick statement from <entity> James Cirona </entity> , president of the <entity> Federal Home Loan Bank </entity> of <entity> San Francisco </entity> .
train-226	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-226_16k.wav:0:108495	7233	108495	<triplet> Leon Czolgosz <subj> President McKinley <obj> Kill	0	en	In 1901 , <entity> President McKinley </entity> 's assassin , <entity> Leon Czolgosz </entity> , was electrocuted .
train-227	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-227_16k.wav:0:195800	12690	195800	<triplet> John Wilkes Booth <subj> Lincoln <obj> Kill	0	en	This <entity> April </entity> 14 is the 125th anniversary of the night when <entity> Lincoln </entity> , the 16th president , was assassinated by <entity> John Wilkes Booth </entity> in the presidential box at <entity> Ford </entity> 's <entity> Theatre </entity> .
train-228	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-228_16k.wav:0:379702	24184	379702	<triplet> Marrackech <subj> Morocco <obj> Locate	0	en	The following are the grounds of this assumption : First , it is too late to negotiate because our government already agreed to the UR basic principles on <entity> 15 December 1993 </entity> , presented our final " country schedule " for market opening , and signed the final protocol acknowledging the overall outcome of the UR round at <entity> Marrackech </entity> , <entity> Morocco </entity> , on <entity> 12 April </entity> this year .
train-229	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-229_16k.wav:0:223672	14431	223672	<triplet> Reuven Pedatzur <subj> Jaffe Center for Strategic Studies <obj> Work	0	en	" <entity> IAI </entity> engineers are trying to enter completely new fields where unknowns dominate , " says <entity> Reuven Pedatzur </entity> , a defense researcher who last month released a report on the Arrow for the <entity> Jaffe Center for Strategic Studies </entity> .
train-230	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-230_16k.wav:0:85461	5794	85461	<triplet> NEZAVISIMAYA GAZETA <subj> Moscow <obj> Base	0	en	<entity> Moscow </entity> <entity> NEZAVISIMAYA GAZETA </entity>
train-231	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-231_16k.wav:0:375989	23952	375989	<triplet> Leon Czolgosz <subj> President McKinley <obj> Kill	0	en	Among the assassins -- accused , convicted or would-be -- are <entity> Jace Alexander </entity> as <entity> Lee Harvey Oswald </entity> , <entity> Victor Garber </entity> as <entity> John Wilkes Booth </entity> , <entity> Debra Monk </entity> as <entity> Sara Jane Moore </entity> , <entity> Greg Germann </entity> as <entity> John Hinckley </entity> , <entity> Annie Golden </entity> as <entity> Lynette </entity> " <entity> Squeaky </entity> " <entity> Fromme </entity> ( who tried to kill <entity> President Ford </entity> ) and <entity> Terrence Mann </entity> as <entity> Leon Czolgosz </entity> ( who assassinated <entity> President McKinley </entity> ) .
train-232	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-232_16k.wav:0:115924	7698	115924	<triplet> Joe Weitz <subj> Emery <obj> Work	0	en	<entity> Joe Weitz </entity> , another <entity> Emery </entity> employee , said the plane appeared to burst into flame shortly after it cleared the runway .
train-233	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-233_16k.wav:0:257472	16545	257472	<triplet> John Wilkes Booth <subj> Lincoln <obj> Kill	0	en	An <entity> Army </entity> panel said <entity> Monday </entity> it will consider next month whether to expunge <entity> Dr. Samuel Mudd </entity> 's 126-year-old conviction on charges of aiding <entity> Lincoln </entity> 's killer , <entity> John Wilkes Booth </entity> , by setting <entity> Booth </entity> 's broken leg after the assassination. ;
train-234	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-234_16k.wav:0:280136	17961	280136	<triplet> James Earl Ray <subj> Martin Luther King Jr <obj> Kill	0	en	In a bizarre allegation , <entity> Anderson </entity> said the same photo analysts also concluded that a picture of three hobos near the shooting scene taken shortly after the killing appear to show <entity> Watergate </entity> conspirator <entity> E. Howard Hunt </entity> and <entity> James Earl Ray </entity> , the killer of <entity> Martin Luther King Jr </entity> .
train-235	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-235_16k.wav:0:413511	26297	413511	<triplet> Olgerts Pavlovskis <subj> European Community <obj> Work	0	en	Until there is discussion of the candidature of a new minister of foreign affairs , his duties will be discharged by Birkavs himself ; but <entity> Gunars Meierovics </entity> ( minister of state for Baltic and Nordic affairs ) , <entity> Olgerts Pavlovskis </entity> ( minister of state for foreign trade and <entity> European Community </entity> affairs ) , and <entity> Martins Virsis </entity> ( first deputy minister of foreign affairs ) have been instructed to fulfill the positions they have held until now .
train-236	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-236_16k.wav:0:106265	7094	106265	<triplet> Portland <subj> Maine <obj> Locate	0	en	<entity> Portland </entity> , <entity> Maine </entity> 11 fair ;
train-237	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-237_16k.wav:0:275307	17659	275307	<triplet> John Mazor <subj> Air Line Pilots Association <obj> Work	0	en	<entity> John Mazor </entity> , spokesman for the <entity> Air Line Pilots Association </entity> , said he could not recall a specific incident of cross-wiring , but added , ` ` It is not unheard of for brand new aircraft to come off the assembly line with wires crossed or systems improperly configured. ' '
train-238	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-238_16k.wav:0:324718	20747	324718	<triplet> Nils Bemer <subj> Bellona <obj> Work <triplet> Tomas Nilsen <subj> Bellona <obj> Work <triplet> Northern Fleet <subj> Russia <obj> Base	0	en	" <entity> Bellona </entity> " members <entity> Nils Bemer </entity> and <entity> Tomas Nilsen </entity> ( both names as transliterated ) have gained access to <entity> Northern Fleet </entity> documents which state that in accordance with the START II treaty within the next few years <entity> Russia </entity> must destroy 150 nuclear submarines with 278 reactors on board .
train-239	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-239_16k.wav:0:133757	8812	133757	<triplet> Tom Selleck <subj> Detroit <obj> Live	0	en	<entity> Writer Elmore </entity> ( Dutch ) <entity> Leonard </entity> lives in suburban <entity> Birmingham </entity> and actor <entity> Tom Selleck </entity> _ who was born in <entity> Detroit </entity> _ lives in <entity> Southern California. </entity>
train-240	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-240_16k.wav:0:79887	5445	79887	<triplet> Mrs. Tsuruyama <subj> Yatsushiro <obj> Live <subj> Kumamoto Prefecture <obj> Live <subj> Japan <obj> Live <triplet> Yatsushiro <subj> Kumamoto Prefecture <obj> Locate <subj> Japan <obj> Locate <triplet> Kumamoto Prefecture <subj> Japan <obj> Locate	0	en	<entity> Mrs. Tsuruyama </entity> is from <entity> Yatsushiro </entity> in <entity> Kumamoto Prefecture </entity> in southern <entity> Japan </entity> .
train-241	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-241_16k.wav:0:198773	12876	198773	<triplet> KRASNAYA ZVEZDA <subj> Moscow <obj> Base	0	en	Voices ` Disgust ' at Reports PM1602093194 <entity> Moscow </entity> <entity> KRASNAYA ZVEZDA </entity> in Russian <entity> 16 Feb 94 </entity> p 1
train-242	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-242_16k.wav:0:328803	21003	328803	<triplet> Ruben Blades <subj> Papa Egoro Movement <obj> Work <subj> MPE <obj> Work	0	en	( Editorial Report ) <entity> Panama City </entity> Circuito RPC Television in Spanish at <entity> 0200 GMT </entity> on <entity> 9 March </entity> broadcasts its 60-minute " Democracy 94 " program , which features a live or recorded interview with <entity> Ruben Blades </entity> , presidential candidate of the <entity> Papa Egoro Movement </entity> , <entity> MPE </entity> , by <entity> Hugo Enrique Famania </entity> .
train-243	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-243_16k.wav:0:116297	7721	116297	<triplet> Calvin Coolidge <subj> Plymouth , Vt <obj> Live	0	en	In 1872 , the 30th president of the <entity> United States </entity> , <entity> Calvin Coolidge </entity> , was born in <entity> Plymouth , Vt </entity> .
train-244	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-244_16k.wav:0:193577	12551	193577	<triplet> John Harvey Adamson <subj> Don Bolles <obj> Kill	0	en	By a 4-3 vote , the justices refused to reinstate the death sentence of <entity> John Harvey Adamson </entity> , convicted of murdering newspaper reporter <entity> Don Bolles </entity> in 1976 .
train-245	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-245_16k.wav:0:208432	13479	208432	<triplet> David Graham <subj> Veterans Administration O Center <obj> Work <triplet> Veterans Administration O Center <subj> Houston <obj> Base	0	en	Dr. <entity> David Graham </entity> of the <entity> Veterans Administration O Center </entity> in <entity> Houston </entity> , who has also studied the new drug , said some experts are concerned about the long-term effects of shutting down acid secretion almost completely .
train-246	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-246_16k.wav:0:202860	13131	202860	<triplet> Phillip Lieberman <subj> Brown Univeristy <obj> Work <subj> Providence <obj> Live <subj> R.I. <obj> Live <triplet> Brown Univeristy <subj> Providence <obj> Base <subj> R.I. <obj> Base <triplet> Providence <subj> R.I. <obj> Locate	0	en	Linguist <entity> Phillip Lieberman </entity> of <entity> Brown Univeristy </entity> in <entity> Providence </entity> , <entity> R.I. </entity> , was quoted as saying : ` ` At this point , the <entity> Kebara </entity> hyoid doesn 't tell us anything about the evolution of speech and language. ' '
train-247	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-247_16k.wav:0:92896	6258	92896	<triplet> Chris Herr <subj> Wool Wizards <obj> Work	0	en	<entity> Chris Herr </entity> , shearer for the winning <entity> Wool Wizards </entity> , finished his sheep first in about 2 -LCB- minutes .
train-248	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-248_16k.wav:0:265649	17055	265649	<triplet> Babe Ruth <subj> Camden Yards <obj> Live	0	en	If there has been an undisputed rookie of the season it has been <entity> Camden Yards </entity> , home of the <entity> Baltimore Orioles </entity> , a distinguished new-old stadium built on the spot where <entity> Babe Ruth </entity> is believed to have been born and nestling majestically among the warehouses of the inner city .
train-249	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-249_16k.wav:0:57967	4075	57967	<triplet> Kakuei Tanaka <subj> Liberal Democratic Party <obj> Work <triplet> Noboru Takeshita <subj> Liberal Democratic Party <obj> Work	0	en	As to what should be the priority and how decisions should be made , the regime in power can decide about that. ( passage omitted on <entity> Ozawa </entity> 's assessment of postwar politics ) What Kind of Person Is " <entity> Ichiro Ozawa </entity> " ? ( <entity> Oikawa </entity> ) Some people are accusing you of forming a dual power structure in the ruling coalition in the same way as <entity> Kakuei Tanaka </entity> and <entity> Noboru Takeshita </entity> of the <entity> Liberal Democratic Party </entity> ( LDP ) did in the past .
train-250	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-250_16k.wav:0:128555	8487	128555	<triplet> James Dickey <subj> Georgia <obj> Live	0	en	<entity> James Dickey </entity> , <entity> Georgia </entity> born , has been writer in residence at the <entity> University </entity> of <entity> South Carolina </entity> for 23 years now .
train-251	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-251_16k.wav:0:144166	9462	144166	<triplet> Oswald <subj> Kennedy <obj> Kill	0	en	The <entity> Warren Commission </entity> later concluded that <entity> Oswald </entity> shot <entity> Kennedy </entity> from a sniper 's perch in the <entity> Texas Schoolbook Depository </entity> building on the edge of downtown <entity> Dallas </entity> .
train-252	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-252_16k.wav:0:163478	10670	163478	<triplet> Booth <subj> Lincoln <obj> Kill	0	en	It is also known that <entity> Booth </entity> wore false whiskers when he arrived at the doctor 's house after shooting <entity> Lincoln </entity> , and it is possible that <entity> Mudd </entity> didn 't recognize <entity> Booth </entity> .
train-253	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-253_16k.wav:0:203603	13178	203603	<triplet> Cox Packing Co. <subj> Devine <obj> Base <triplet> TSW Meats Ltd. <subj> Liverpool <obj> Base	0	en	The shipment of beef , worth about <entity> $100 , 000 , </entity> was processed by <entity> Cox Packing Co. </entity> in <entity> Devine </entity> , near <entity> San Antonio </entity> , and being sent to <entity> TSW Meats Ltd. </entity> of <entity> Liverpool </entity> .
train-254	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-254_16k.wav:0:40880	3007	40880	<triplet> Gallup Indian Center <subj> N.M. <obj> Locate	0	en	<entity> Gallup Indian Center </entity> , <entity> N.M. </entity> ;
train-255	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-255_16k.wav:0:199145	12899	199145	<triplet> K mart <subj> St. Claire Shores <obj> Base <subj> Mich . <obj> Base <triplet> St. Claire Shores <subj> Mich . <obj> Locate	0	en	<entity> Smith </entity> said there have been a number of successful civil cases against gun retailers in other states , including a recent judgment against <entity> K mart </entity> in a similar case in <entity> St. Claire Shores </entity> , <entity> Mich . </entity>
train-256	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-256_16k.wav:0:92519	6235	92519	<triplet> Minox company <subj> Heuchelheim <obj> Base	0	en	His descendants founded the <entity> Minox company </entity> in <entity> Heuchelheim </entity> on <entity> Jan. 3 , 1949 </entity> .
train-257	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-257_16k.wav:0:106639	7117	106639	<triplet> Oswald <subj> Kennedy. <obj> Kill	0	en	<entity> Author Jim Moore </entity> was invited to argue his viewpoint : that <entity> Oswald </entity> , acting alone , killed <entity> Kennedy. </entity> ;
train-258	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-258_16k.wav:0:216613	13990	216613	<triplet> XINHUA <subj> Hefei <obj> Base	0	en	( Text ) <entity> Hefei </entity> , <entity> February 11 </entity> ( <entity> XINHUA </entity> ) -- Wherever you travel across the country , you are likely to find farmers from <entity> Anhui Province </entity> working on construction sites , in markets or fields , or serving as housekeepers .
train-259	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-259_16k.wav:0:253758	16312	253758	<triplet> Felix S. Bloch <subj> U.S. <obj> Live	0	en	<entity> U.S. </entity> diplomat <entity> Felix S. Bloch </entity> , suspected of spying for the <entity> Soviets </entity> , sipped grapefruit juice and calmly watched for 45 minutes as a foreign correspondent showed him videotapes and clippings of how his story is being told in his native <entity> Austria. </entity>
train-260	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-260_16k.wav:0:231844	14942	231844	<triplet> Anthony M. Kennedy <subj> Supreme Court <obj> Work	0	en	<entity> Bork </entity> agreed there was an irony in his appearance since the man confirmed for the seat <entity> Bork </entity> had been up for _ <entity> Anthony M. Kennedy </entity> _ voted with the majority in the <entity> Supreme Court </entity> 's 5-4 ruling that flag burning is protected free speech.
train-261	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-261_16k.wav:0:232212	14966	232212	<triplet> Jean-Verdy Bastien <subj> Celeste Borlette Banks <obj> Work <subj> Celeste FM <obj> Work	0	en	( Text ) We have learned from a reliable source that <entity> Jean-Verdy Bastien </entity> , owner of the <entity> Celeste Borlette Banks </entity> and the private radio station <entity> Celeste FM </entity> , was assassinated on the night of <entity> 4 May </entity> at about <entity> 2200 </entity> in upper <entity> Delmas </entity> .
train-262	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-262_16k.wav:0:459208	29153	459208	<triplet> Jesse James <subj> Kearney <obj> Live <subj> Centerville <obj> Live <subj> Clay County , Mo. <obj> Live	0	en	If family tradition claims a connection to <entity> Jesse James </entity> , for example , as many Midwestern families ' histories do , start your research about <entity> Jesse James </entity> in an encyclopedia , which will tell you he was born near <entity> Kearney </entity> ( then <entity> Centerville </entity> ) in <entity> Clay County , Mo. </entity> , on <entity> Sept. </entity> 5 , 1847 , and died in <entity> St. Joseph , Mo. </entity> , on <entity> April </entity> 3 , 1882 , and that his family was originally from <entity> Kentucky </entity> .
train-263	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-263_16k.wav:0:212521	13735	212521	<triplet> Epps <subj> Epps Aviation <obj> Work <triplet> Epps Aviation <subj> DeKalb Peachtree Airport <obj> Base	0	en	` ` This is the first time someone brought back tangible evidence of these aircraft , ' ' said <entity> Epps </entity> , owner of <entity> Epps Aviation </entity> at suburban <entity> DeKalb Peachtree Airport </entity> , where the expedition returned in a DC-3 Monday.
train-264	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-264_16k.wav:0:248930	16010	248930	<triplet> Granic <subj> Croatia <obj> Live <subj> Croatia <obj> Live	0	en	<entity> Croatia </entity> 's <entity> Granic </entity> Admits Downed Planes Took Off From <entity> Croatia </entity> LD0303083794 <entity> Moscow </entity> ITAR-TASS in English <entity> 0729 GMT </entity> <entity> 3 Mar 94 </entity>
train-265	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-265_16k.wav:0:265647	17055	265647	<triplet> MAINICHI SHIMBUN <subj> Tokyo <obj> Base	0	en	Remodeling Planned To Improve H-2 Rocket Launch OW2202091394 <entity> Tokyo </entity> <entity> MAINICHI SHIMBUN </entity> in Japanese <entity> 21 Feb 94 </entity> Morning Edition p 11 -- FOR OFFICIAL USE ONLY
train-266	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-266_16k.wav:0:249302	16034	249302	<triplet> Millard Fillmore <subj> Summerhill , N.Y. <obj> Live	0	en	In 1800 , the 13th president of the <entity> United States </entity> , <entity> Millard Fillmore </entity> , was born in <entity> Summerhill , N.Y. </entity> In 1927 , commercial transatlantic telephone service was inaugurated between <entity> New York </entity> and <entity> London </entity> .
train-267	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-267_16k.wav:0:139329	9161	139329	<triplet> Stockholm <subj> Sweden. <obj> Locate	0	en	Last month , <entity> Harrington </entity> was named honorary president of the <entity> Socialist International </entity> at its centennial conference in <entity> Stockholm </entity> , <entity> Sweden. </entity>
train-268	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-268_16k.wav:0:256360	16475	256360	<triplet> Ginsberg <subj> New Jersey <obj> Live	0	en	A reading of the unpublished " Written in My Dream by <entity> William Carlos Williams </entity> " led to an impromptu lecture by <entity> Ginsberg </entity> on his fellow <entity> New Jersey </entity> native , whose use of vernacular and vivid description were a great influence on <entity> Ginsberg </entity> and other Beat poets .
train-269	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-269_16k.wav:0:278279	17845	278279	<triplet> Darci Alves Pereira <subj> Mendes <obj> Kill	0	en	<entity> Darci Alves Pereira </entity> stunned a packed courtroom by admitting he shot <entity> Mendes </entity> on <entity> Dec. </entity> 22 , 1988 , shortly after dark outside his home in this remote <entity> Amazon </entity> town near <entity> Bolivia </entity> 's border , 2 , 650 miles northwest of <entity> Rio de Janeiro </entity> .
train-270	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-270_16k.wav:0:155675	10182	155675	<triplet> Margie Clack. <subj> Forest Service <obj> Work	0	en	Crews finished cutting a line of bare earth around the blaze early today and expected full control Wednesday , said <entity> Forest Service </entity> spokeswoman <entity> Margie Clack. </entity>
train-271	SpeechRE/IWSLT/Datasets/conll04/audio-1/train/train-271_16k.wav:0:216241	13967	216241	<triplet> Duane Hanson <subj> Minnesota <obj> Live	0	en	<entity> Pennsylvania Academy </entity> of the <entity> Fine Arts </entity> , <entity> Philadelphia </entity> : " <entity> Sculptures </entity> by <entity> Duane Hanson </entity> " -- Seventeen life-size and extraordinarily lifelike polyvinyl people sculptures created by this <entity> Minnesota </entity> born artist .
